1.069999999999999929e+01,3.585243896916484596e-01,2.733174591438695678e-01,4.646326478190085929e-01
1.250000000000000000e+01,5.379863944455502978e-01,4.461173380109826891e-01,6.546514220273925710e-01
1.450000000000000000e+01,9.254840259589192097e-01,8.140554011528483569e-01,1.075754061508084725e+00
1.650000000000000000e+01,1.273051868066329861e+00,1.136262873971020326e+00,1.473860157276032146e+00
1.900000000000000000e+01,1.374066610552696632e+00,1.210451791956186129e+00,1.639683673830677257e+00
2.150000000000000000e+01,1.220529730581522365e+00,1.087426002035178696e+00,1.413426444816501926e+00
2.400000000000000000e+01,1.220064539786152036e+00,1.083761303845392820e+00,1.419817842436392752e+00
2.600000000000000000e+01,1.231206277355576306e+00,1.100625594482970149e+00,1.418806191874967038e+00
2.900000000000000000e+01,1.318652298394977551e+00,1.162491356902684236e+00,1.564853861361226173e+00
3.200000000000000000e+01,1.136985401229310355e+00,1.010537838146845724e+00,1.316110130781769527e+00
3.800000000000000000e+01,7.785597981215779395e-01,7.009056055820028774e-01,8.731892514996758559e-01
4.500000000000000000e+01,4.924479734163865197e-01,4.400883201236178710e-01,5.519968922973234049e-01
5.200000000000000000e+01,8.883423013159454928e-01,7.823544062595900739e-01,1.028845682668294792e+00
6.000000000000000000e+01,nan,nan,nan
6.800000000000000000e+01,nan,nan,nan
9.400000000000000000e+01,2.846524409362845009e-01,2.223027126118728158e-01,3.574784705588316958e-01
1.200000000000000000e+02,1.122648067175274628e-01,7.286923875622669522e-02,1.555937826266921009e-01
1.490000000000000000e+02,6.020723603725529338e-02,1.631140569884812624e-02,1.090438496164012339e-01
1.800000000000000000e+02,2.163144366808293032e-03,-2.298074683002305010e-02,2.885271159902754595e-02
