3.644990833602932412e+00,4.535999999999999754e-02,0
6.827348215248570718e+00,6.099999999999999867e-02,2.189999999999999933e-02
9.280303030303032941e+00,9.879999999999999893e-02,0
1.060606060606060730e+01,4.258200000000000318e-01,2.323315734031860397e-02
1.598484848484848797e+01,3.479266666666666619e-01,6.511922638088113446e-02
1.712121212121212110e+01,4.400466666666666415e-01,7.574249387086337548e-02
2.318181818181818343e+01,5.018933333333334135e-01,4.495274160468724911e-02
2.450757575757576134e+01,4.660466666666666646e-01,2.872712152498248586e-02
2.962121212121213176e+01,4.875599999999999934e-01,5.542704153509669940e-02
3.083333333333333215e+01,5.434666666666666535e-01,3.109166090413598496e-02
3.484848484848485128e+01,5.001133333333332986e-01,1.028866258450424759e-02
3.666666666666667851e+01,5.001999999999999780e-01,4.650832326942493794e-02
4.162878787878788245e+01,4.916400000000000214e-01,0
3.723484848484849152e+01,5.302733333333334853e-01,1.266675087691305698e-02
4.299242424242424221e+01,4.770266666666667099e-01,1.967218792554039156e-02
4.625000000000000711e+01,5.954666666666666996e-01,2.025344195713684251e-02
5.159090909090909349e+01,5.348100000000000076e-01,3.107000000000004203e-02
